rq_time,start,end,request_id,earliest_pickup_time,latest_pickup_time
54900,2944,10742,1242,54900,58500
62100,2944,9874,204,62100,65700
49380,10742,2944,1261,49380,52980
32580,6465,2944,1627,32580,36180
49740,2950,2944,1579,49740,53340
39960,9574,2944,103,39960,43560
42300,2944,5038,2926,42300,45900
49740,2950,2944,1583,49740,53340
35100,2944,10060,486,35100,38700
42300,2944,3047,1438,42300,45900
38700,2944,7459,1898,38700,42300
57900,5087,2944,2963,57900,61500
36720,9863,2944,267,36720,40320
57600,2944,3031,1548,57600,61200
57600,2944,11450,2296,57600,61200
46800,2944,10584,2606,46800,50400
54900,2944,10340,2358,54900,58500
46800,2944,10584,2604,46800,50400
49380,10742,2944,1245,49380,52980
42300,2944,5038,2924,42300,45900
37920,10838,2944,1201,37920,41520
32880,5910,2944,2763,32880,36480
54000,2944,11849,2424,54000,57600
54900,2944,2950,1612,54900,58500
51300,2944,10231,2000,51300,54900
51300,2944,10231,2002,51300,54900
37980,10750,2944,1117,37980,41580
31560,4814,2944,2855,31560,35160
46800,2944,5574,2722,46800,50400
36900,2944,5712,1090,36900,40500
55800,2944,4149,2130,55800,59400
57600,2944,3031,1552,57600,61200
51660,2848,2944,765,51660,55260
27540,6968,2944,1671,27540,31140
35160,3009,2944,1519,35160,38760
29040,3015,2944,1445,29040,32640
28500,7372,2944,193,28500,32100
51060,3007,2944,355,51060,54660
34320,2980,2944,1033,34320,37920
43800,7264,2944,145,43800,47400
54840,10129,2944,1427,54840,58440
28860,2967,2944,1737,28860,32460
35100,2944,9309,140,35100,38700
52800,8129,2944,2587,52800,56400
37800,2944,5130,3030,37800,41400
33540,9933,2944,747,33540,37140
26940,10077,2944,1179,26940,30540
35100,2944,3013,1396,35100,38700
46800,2944,11210,64,46800,50400
41220,10528,2944,2543,41220,44820
32400,2944,10088,1232,32400,36000
25260,7842,2944,2299,25260,28860
51600,6318,2944,1867,51600,55200
45900,2944,10054,680,45900,49500
36000,2944,9872,252,36000,39600
56700,2944,2848,766,56700,60300
39600,2944,9495,52,39600,43200
32280,11880,2944,2427,32280,35880
33540,9933,2944,737,33540,37140
47700,10523,2944,2535,47700,51300
54000,2944,3411,2016,54000,57600
58500,2944,7255,150,58500,62100
45000,2944,3014,1344,45000,48600
28260,9872,2944,255,28260,31860
39900,3014,2944,1341,39900,43500
25740,2370,2944,45,25740,29340
33540,9933,2944,757,33540,37140
61200,2944,7463,1952,61200,64800
48360,6603,2944,2145,48360,51960
38460,10907,2944,241,38460,42060
49740,2950,2944,1609,49740,53340
58500,2944,4091,2284,58500,62100
49500,2944,5119,3046,49500,53100
49980,9835,2944,247,49980,53580
31680,5712,2944,1085,31680,35280
44100,2944,11895,2448,44100,47700
34620,2903,2944,603,34620,38220
62100,2944,9874,212,62100,65700
32400,2944,10099,332,32400,36000
40500,2944,3009,1526,40500,44100
37620,4635,2944,2579,37620,41220
33300,2944,11009,536,33300,36900
61200,2944,11863,2406,61200,64800
44100,2944,6606,2196,44100,47700
32400,2944,10119,444,32400,36000
41400,2944,10232,1986,41400,45000
36000,9586,2944,135,36000,39600
47700,2944,10473,2482,47700,51300
36720,9863,2944,271,36720,40320
36000,2944,9872,258,36000,39600
55800,2944,4078,2222,55800,59400
55620,3058,2944,1833,55620,59220
59400,2944,4868,2714,59400,63000
53460,4894,2944,2737,53460,57060
46800,2944,5574,2728,46800,50400
54900,2944,10011,638,54900,58500
31440,9815,2944,179,31440,35040
31380,9495,2944,53,31380,34980
38880,3022,2944,843,38880,42480
33300,2944,11009,568,33300,36900
40500,2944,3019,1484,40500,44100
45780,9811,2944,185,45780,49380
32340,7365,2944,189,32340,35940
34500,10914,2944,2531,34500,38100
29580,6535,2944,2877,29580,33180
36900,2944,10053,860,36900,40500
54900,2944,8048,2508,54900,58500
45900,2944,4635,2580,45900,49500
62100,2944,9939,808,62100,65700
30600,2794,2944,175,30600,34200
31560,10051,2944,1433,31560,35160
33540,9933,2944,745,33540,37140
34980,7068,2944,1,34980,38580
40620,5574,2944,2731,40620,44220
49920,4149,2944,2125,49920,53520
54900,2944,10742,1234,54900,58500
36120,4858,2944,2827,36120,39720
38160,6606,2944,2205,38160,41760
51540,10017,2944,1209,51540,55140
60300,2944,5084,3056,60300,63900
33000,11429,2944,2025,33000,36600
45000,2944,3293,1930,45000,48600
39600,2944,2980,1028,39600,43200
60300,2944,8812,290,60300,63900
18540,850,2944,2021,18540,22140
48360,2382,2944,33,48360,51960
48240,6832,2944,599,48240,51840
21120,4575,2944,2477,21120,24720
43440,2375,2944,15,43440,47040
54900,2944,9596,94,54900,58500
54000,2944,8025,2466,54000,57600
35100,2944,9986,292,35100,38700
52680,9907,2944,299,52680,56280
51300,2944,2911,440,51300,54900
32880,5910,2944,2765,32880,36480
58500,2944,7003,2092,58500,62100
48240,8903,2944,2335,48240,51840
54900,2944,10742,1272,54900,58500
43200,2944,10750,1128,43200,46800
29280,9849,2944,219,29280,32880
48720,10340,2944,2349,48720,52320
32640,10187,2944,1953,32640,36240
54900,2944,8031,2500,54900,58500
32400,2944,10119,464,32400,36000
51300,2944,5118,2952,51300,54900
34200,2944,2967,1744,34200,37800
46800,10715,2944,2695,46800,50400
45780,4917,2944,2819,45780,49380
45000,2944,3014,1352,45000,48600
38700,2944,6828,888,38700,42300
49740,2950,2944,1591,49740,53340
39420,4189,2944,2081,39420,43020
58500,2944,6318,1868,58500,62100
33300,2944,6968,1666,33300,36900
36900,2944,5712,1062,36900,40500
32400,2944,5938,938,32400,36000
49740,2950,2944,1581,49740,53340
23280,7369,2944,195,23280,26880
44100,2944,3022,820,44100,47700
42300,2944,10047,472,42300,45900
38700,2944,6828,930,38700,42300
38460,4951,2944,2873,38460,42060
57360,3028,2944,431,57360,60960
35280,3019,2944,1489,35280,38880
60300,2944,5084,3060,60300,63900
47700,2944,3284,1946,47700,51300
35100,2944,11818,2418,35100,38700
58500,2944,4091,2286,58500,62100
29040,3015,2944,1469,29040,32640
36000,2944,11385,1914,36000,39600
62100,2944,10361,2342,62100,65700
45000,2944,4189,2060,45000,48600
49380,10742,2944,1235,49380,52980
63000,2944,6323,1776,63000,66600
45000,2944,3014,1346,45000,48600
40500,2944,10069,1314,40500,44100
63000,2944,6323,1768,63000,66600
38640,10584,2944,2603,38640,42240
33300,2944,2370,46,33300,36900
52200,2944,4085,2180,52200,55800
33540,6828,2944,901,33540,37140
28260,9872,2944,257,28260,31860
56940,9939,2944,795,56940,60540
40500,2944,3019,1488,40500,44100
29580,4949,2944,2897,29580,33180
38700,2944,5910,2756,38700,42300
42720,10660,2944,2651,42720,46320
31680,10053,2944,875,31680,35280
43200,2944,4858,2828,43200,46800
38700,2944,5910,2766,38700,42300
38700,2944,3008,512,38700,42300
37980,10750,2944,1111,37980,41580
28440,3042,2944,573,28440,32040
52620,7003,2944,2113,52620,56220
36900,2944,5712,1076,36900,40500
57720,6323,2944,1781,57720,61320
26340,10462,2944,2469,26340,29940
44100,2944,3022,846,44100,47700
53520,11863,2944,2407,53520,57120
32400,2944,10119,458,32400,36000
62100,2944,3028,434,62100,65700
49620,6422,2944,1715,49620,53220
58500,2944,7003,2114,58500,62100
38700,2944,3023,322,38700,42300
40620,10054,2944,701,40620,44220
60300,2944,4862,2784,60300,63900
27120,10088,2944,1229,27120,30720
25920,10664,2944,2671,25920,29520
40620,10054,2944,679,40620,44220
42300,2944,10694,2690,42300,45900
41400,2944,2794,176,41400,45000
55800,2944,10523,2536,55800,59400
52380,3031,2944,1539,52380,55980
44820,3130,2944,1869,44820,48420
27540,6968,2944,1661,27540,31140
39900,3014,2944,1345,39900,43500
37800,2944,9947,1160,37800,41400
37980,10750,2944,1115,37980,41580
52260,3171,2944,1851,52260,55860
39600,2944,2980,1030,39600,43200
53100,2944,4917,2814,53100,56700
49680,10011,2944,643,49680,53280
54900,2944,6422,1698,54900,58500
43200,2944,4858,2826,43200,46800
40680,10540,2944,2553,40680,44280
40500,2944,10066,728,40500,44100
23280,7369,2944,197,23280,26880
34200,2944,3303,1922,34200,37800
23760,5890,2944,171,23760,27360
44100,2944,10011,622,44100,47700
56100,4807,2944,2841,56100,59700
48660,9596,2944,89,48660,52260
33300,2944,11009,556,33300,36900
38700,2944,5910,2760,38700,42300
34200,2944,2967,1750,34200,37800
38160,6606,2944,2213,38160,41760
42300,2944,10047,480,42300,45900
44100,2944,3022,818,44100,47700
54600,11912,2944,2367,54600,58200
45480,10834,2944,333,45480,49080
54420,4175,2944,2247,54420,58020
54900,2944,10742,1264,54900,58500
36660,7225,2944,153,36660,40260
30960,7459,2944,1899,30960,34560
40500,2944,3019,1498,40500,44100
39900,3014,2944,1371,39900,43500
38700,2944,2379,26,38700,42300
63000,2944,4807,2838,63000,66600
28860,2967,2944,1749,28860,32460
52620,7003,2944,2097,52620,56220
55800,2944,8115,2594,55800,59400
36000,2944,6535,2886,36000,39600
45000,2944,3014,1324,45000,48600
42780,5119,2944,3043,42780,46380
57720,6323,2944,1771,57720,61320
57360,3028,2944,417,57360,60960
44100,2944,3022,830,44100,47700
49680,10011,2944,651,49680,53280
54600,3007,2944,347,54600,58200
36900,2944,10053,870,36900,40500
53640,11298,2944,315,53640,57240
37740,8293,2944,2659,37740,41340
38700,2944,10756,68,38700,42300
28140,11009,2944,565,28140,31740
